dot1xPaePortCapabilities.1 = 
dot1xPaePortCapabilities.2 = 
dot1xPaePortCapabilities.3 = 
dot1xPaePortCapabilities.4 = 
dot1xPaePortCapabilities.5 = 
dot1xPaePortCapabilities.6 = 
dot1xPaePortCapabilities.7 = 
dot1xPaePortCapabilities.8 = 
dot1xPaePortCapabilities.9 = 
dot1xPaePortCapabilities.10 = 
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.48.225.113.103.47.238 = 
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1H00 00  00 00   00 00  00 00    00 00  00 00   00 00  02 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.48.225.113.106.112.200 = 
00 00  00 00   00 00  00 00    00 00  00 00   00 00  02 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.48.225.113.106.128.70 = 
00 00  00 00   00 00  00 00    00 00  00 00   00 00  02 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.52.192.249.111.102.128 = 
00 00  00 00   00 00  00 00    20 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1H00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.52.192.249.165.92.167 = 
00 00  00 00   00 00  00 00    20 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.52.192.249.165.94.107 = 
00 00  00 00   00 00  00 00    20 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.52.192.249.251.205.0 = 
00 00  00 00   00 00  00 00    20 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.56.200.4.133.83.152 = 
00 00  00 02   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1H00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.56.200.4.133.83.172 = 
00 00  00 02   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.60.236.239.110.126.210 = 
00 00  00 00   00 00  00 00    20 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.60.236.239.110.126.211 = 
00 00  00 00   00 00  00 00    20 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1H00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.60.236.239.110.128.195 = 
00 00  00 00   00 00  00 00    20 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.62.248.177.61.102.30 = 
00 00  00 02   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.68.97.50.10.61.254 = 
00 00  00 02   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.68.97.50.40.85.129 = 
00 00  00 02   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1H00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.68.168.66.32.239.19 = 
00 00  00 00   00 40  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.68.168.66.32.239.20 = 
00 00  00 00   00 00  00 00    80 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.72.186.78.53.243.155 = 
00 00  00 00   00 00  00 00    00 00  00 00   00 00  02 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HhpSwitchPortFdbVidList.10.80.45.244.51.88.227 = 
00 00  00 00   00 80  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.80.154.76.72.195.79 = 
00 00  00 00   00 00  00 00    00 00  00 00   00 00  02 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.84.175.151.51.250.158 = 
00 00  00 02   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.84.175.151.52.0.9 = 
00 00  00 02   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1H00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.84.178.3.246.227.187 = 
00 00  00 00   00 00  00 00    00 00  00 00   00 00  02 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
hpSwitchPortFdbVidList.10.84.178.3.253.26.83 = 
00 00  00 00   00 00  00 00    00 00  00 00   00 00  02 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
00 00  00 00   00 00  00 00    00 00  00 00   00 00  00 00    
